id,code_prefix_start,code_prefix_end,name,parent_id
4610,603.66,603.66,Regalías sujetas al 5%,"[4544, '603 Gastos de administración']"
4611,603.67,603.67,Regalías sujetas al 10%,"[4544, '603 Gastos de administración']"
4612,603.68,603.68,Regalías sujetas al 15%,"[4544, '603 Gastos de administración']"
4613,603.69,603.69,Regalías sujetas al 25%,"[4544, '603 Gastos de administración']"
4614,603.70,603.70,Regalías sujetas al 30%,"[4544, '603 Gastos de administración']"
4615,603.71,603.71,Regalías sin retención,"[4544, '603 Gastos de administración']"
4616,603.72,603.72,Fletes y acarreos,"[4544, '603 Gastos de administración']"
4617,603.73,603.73,Gastos de importación,"[4544, '603 Gastos de administración']"
4618,603.74,603.74,Patentes y marcas,"[4544, '603 Gastos de administración']"
4619,603.75,603.75,Uniformes,"[4544, '603 Gastos de administración']"
4620,603.76,603.76,Prediales,"[4544, '603 Gastos de administración']"
4621,603.77,603.77,Gastos de administración de urbanización,"[4544, '603 Gastos de administración']"
4622,603.78,603.78,Gastos de administración de construcción,"[4544, '603 Gastos de administración']"
4623,603.79,603.79,Fletes del extranjero,"[4544, '603 Gastos de administración']"
4624,603.80,603.80,Recolección de bienes del sector agropecuario y/o ganadero,"[4544, '603 Gastos de administración']"
4625,603.81,603.81,Gastos no deducibles (sin requisitos fiscales),"[4544, '603 Gastos de administración']"
4626,603.82,603.82,Otros gastos de administración,"[4544, '603 Gastos de administración']"
4627,604,604,Gastos de fabricación,"[4373, '6 Gastos generales']"
4628,604.01,604.01,Sueldos y Salarios,"[4627, '604 Gastos de fabricación']"
4629,604.02,604.02,Compensaciones,"[4627, '604 Gastos de fabricación']"
4630,604.03,604.03,Tiempos extras,"[4627, '604 Gastos de fabricación']"
4631,604.04,604.04,Premios de asistencia,"[4627, '604 Gastos de fabricación']"
4632,604.05,604.05,Premios de puntualidad,"[4627, '604 Gastos de fabricación']"
4633,604.06,604.06,Vacaciones,"[4627, '604 Gastos de fabricación']"
4634,604.07,604.07,Prima vacacional,"[4627, '604 Gastos de fabricación']"
4635,604.08,604.08,Prima dominical,"[4627, '604 Gastos de fabricación']"
4636,604.09,604.09,Días festivos,"[4627, '604 Gastos de fabricación']"
4637,604.10,604.10,Gratificaciones,"[4627, '604 Gastos de fabricación']"
4638,604.11,604.11,Primas de antigüedad,"[4627, '604 Gastos de fabricación']"
4639,604.12,604.12,Aguinaldo,"[4627, '604 Gastos de fabricación']"
4640,604.13,604.13,Indemnizaciones,"[4627, '604 Gastos de fabricación']"
4641,604.14,604.14,Destajo,"[4627, '604 Gastos de fabricación']"
4642,604.15,604.15,Despensa,"[4627, '604 Gastos de fabricación']"
4643,604.16,604.16,Transporte,"[4627, '604 Gastos de fabricación']"
4644,604.17,604.17,Servicio médico,"[4627, '604 Gastos de fabricación']"
4645,604.18,604.18,Ayuda en gastos funerarios,"[4627, '604 Gastos de fabricación']"
4646,604.19,604.19,Fondo de ahorro,"[4627, '604 Gastos de fabricación']"
4647,604.20,604.20,Cuotas sindicales,"[4627, '604 Gastos de fabricación']"
4648,604.21,604.21,PTU,"[4627, '604 Gastos de fabricación']"
4649,604.22,604.22,Estímulo al personal,"[4627, '604 Gastos de fabricación']"
4650,604.23,604.23,Previsión social,"[4627, '604 Gastos de fabricación']"
4651,604.24,604.24,Aportaciones para el plan de jubilación,"[4627, '604 Gastos de fabricación']"
4652,604.25,604.25,Otras prestaciones al personal,"[4627, '604 Gastos de fabricación']"
4653,604.26,604.26,Cuotas al IMSS,"[4627, '604 Gastos de fabricación']"
4654,604.27,604.27,Aportaciones al infonavit,"[4627, '604 Gastos de fabricación']"
4655,604.28,604.28,Aportaciones al SAR,"[4627, '604 Gastos de fabricación']"
4656,604.29,604.29,Impuesto estatal sobre nóminas,"[4627, '604 Gastos de fabricación']"
4657,604.30,604.30,Otras aportaciones,"[4627, '604 Gastos de fabricación']"
4658,604.31,604.31,Asimilados a salarios,"[4627, '604 Gastos de fabricación']"
4659,604.32,604.32,Servicios administrativos,"[4627, '604 Gastos de fabricación']"
4660,604.33,604.33,Servicios administrativos partes relacionadas,"[4627, '604 Gastos de fabricación']"
4661,604.34,604.34,Honorarios a personas físicas residentes nacionales,"[4627, '604 Gastos de fabricación']"
4662,604.35,604.35,Honorarios a personas físicas residentes nacionales partes relacionadas,"[4627, '604 Gastos de fabricación']"
4663,604.36,604.36,Honorarios a personas físicas residentes del extranjero,"[4627, '604 Gastos de fabricación']"
4664,604.37,604.37,Honorarios a personas físicas residentes del extranjero partes relacionadas,"[4627, '604 Gastos de fabricación']"
4665,604.38,604.38,Honorarios a personas morales residentes nacionales,"[4627, '604 Gastos de fabricación']"
4666,604.39,604.39,Honorarios a personas morales residentes nacionales partes relacionadas,"[4627, '604 Gastos de fabricación']"
4667,604.40,604.40,Honorarios a personas morales residentes del extranjero,"[4627, '604 Gastos de fabricación']"
4668,604.41,604.41,Honorarios a personas morales residentes del extranjero partes relacionadas,"[4627, '604 Gastos de fabricación']"
4669,604.42,604.42,Honorarios aduanales personas físicas,"[4627, '604 Gastos de fabricación']"
4670,604.43,604.43,Honorarios aduanales personas morales,"[4627, '604 Gastos de fabricación']"
4671,604.44,604.44,Honorarios al consejo de administración,"[4627, '604 Gastos de fabricación']"
4672,604.45,604.45,Arrendamiento a personas físicas residentes nacionales,"[4627, '604 Gastos de fabricación']"
4673,604.46,604.46,Arrendamiento a personas morales residentes nacionales,"[4627, '604 Gastos de fabricación']"
4674,604.47,604.47,Arrendamiento a residentes del extranjero,"[4627, '604 Gastos de fabricación']"
4675,604.48,604.48,Combustibles y lubricantes,"[4627, '604 Gastos de fabricación']"
4676,604.49,604.49,Viáticos y gastos de viaje,"[4627, '604 Gastos de fabricación']"
4677,604.50,604.50,"Teléfono, internet","[4627, '604 Gastos de fabricación']"
4678,604.51,604.51,Agua,"[4627, '604 Gastos de fabricación']"
4679,604.52,604.52,Energía eléctrica,"[4627, '604 Gastos de fabricación']"
4680,604.53,604.53,Vigilancia y seguridad,"[4627, '604 Gastos de fabricación']"
4681,604.54,604.54,Limpieza,"[4627, '604 Gastos de fabricación']"
4682,604.55,604.55,Papelería y artículos de oficina,"[4627, '604 Gastos de fabricación']"
4683,604.56,604.56,Mantenimiento y conservación,"[4627, '604 Gastos de fabricación']"
4684,604.57,604.57,Seguros y fianzas,"[4627, '604 Gastos de fabricación']"
4685,604.58,604.58,Otros impuestos y derechos,"[4627, '604 Gastos de fabricación']"
4686,604.59,604.59,Recargos fiscales,"[4627, '604 Gastos de fabricación']"
4687,604.60,604.60,Cuotas y suscripciones,"[4627, '604 Gastos de fabricación']"
4688,604.61,604.61,Propaganda y publicidad,"[4627, '604 Gastos de fabricación']"
4689,604.62,604.62,Capacitación al personal,"[4627, '604 Gastos de fabricación']"
4690,604.63,604.63,Donativos y ayudas,"[4627, '604 Gastos de fabricación']"
4691,604.64,604.64,Asistencia técnica,"[4627, '604 Gastos de fabricación']"
4692,604.65,604.65,Regalías sujetas a otros porcentajes,"[4627, '604 Gastos de fabricación']"
4693,604.66,604.66,Regalías sujetas al 5%,"[4627, '604 Gastos de fabricación']"
4694,604.67,604.67,Regalías sujetas al 10%,"[4627, '604 Gastos de fabricación']"
4695,604.68,604.68,Regalías sujetas al 15%,"[4627, '604 Gastos de fabricación']"
4696,604.69,604.69,Regalías sujetas al 25%,"[4627, '604 Gastos de fabricación']"
4697,604.70,604.70,Regalías sujetas al 30%,"[4627, '604 Gastos de fabricación']"
4698,604.71,604.71,Regalías sin retención,"[4627, '604 Gastos de fabricación']"
4699,604.72,604.72,Fletes y acarreos,"[4627, '604 Gastos de fabricación']"
4700,604.73,604.73,Gastos de importación,"[4627, '604 Gastos de fabricación']"
4701,604.74,604.74,Patentes y marcas,"[4627, '604 Gastos de fabricación']"
4702,604.75,604.75,Uniformes,"[4627, '604 Gastos de fabricación']"
4703,604.76,604.76,Prediales,"[4627, '604 Gastos de fabricación']"
4704,604.77,604.77,Gastos de fabricación de urbanización,"[4627, '604 Gastos de fabricación']"
4705,604.78,604.78,Gastos de fabricación de construcción,"[4627, '604 Gastos de fabricación']"
4706,604.79,604.79,Fletes del extranjero,"[4627, '604 Gastos de fabricación']"
4707,604.80,604.80,Recolección de bienes del sector agropecuario y/o ganadero,"[4627, '604 Gastos de fabricación']"
4708,604.81,604.81,Gastos no deducibles (sin requisitos fiscales),"[4627, '604 Gastos de fabricación']"
4709,604.82,604.82,Otros gastos de fabricación,"[4627, '604 Gastos de fabricación']"
4710,605,605,Mano de obra directa,"[4373, '6 Gastos generales']"
4711,605.01,605.01,Mano de obra,"[4710, '605 Mano de obra directa']"
4712,605.02,605.02,Sueldos y Salarios,"[4710, '605 Mano de obra directa']"
4713,605.03,605.03,Compensaciones,"[4710, '605 Mano de obra directa']"
4714,605.04,605.04,Tiempos extras,"[4710, '605 Mano de obra directa']"
4715,605.05,605.05,Premios de asistencia,"[4710, '605 Mano de obra directa']"
4716,605.06,605.06,Premios de puntualidad,"[4710, '605 Mano de obra directa']"
4717,605.07,605.07,Vacaciones,"[4710, '605 Mano de obra directa']"
4718,605.08,605.08,Prima vacacional,"[4710, '605 Mano de obra directa']"
4719,605.09,605.09,Prima dominical,"[4710, '605 Mano de obra directa']"
4720,605.10,605.10,Días festivos,"[4710, '605 Mano de obra directa']"
4721,605.11,605.11,Gratificaciones,"[4710, '605 Mano de obra directa']"
4722,605.12,605.12,Primas de antigüedad,"[4710, '605 Mano de obra directa']"
4723,605.13,605.13,Aguinaldo,"[4710, '605 Mano de obra directa']"
4724,605.14,605.14,Indemnizaciones,"[4710, '605 Mano de obra directa']"
4725,605.15,605.15,Destajo,"[4710, '605 Mano de obra directa']"
4726,605.16,605.16,Despensa,"[4710, '605 Mano de obra directa']"
4727,605.17,605.17,Transporte,"[4710, '605 Mano de obra directa']"
4728,605.18,605.18,Servicio médico,"[4710, '605 Mano de obra directa']"
4729,605.19,605.19,Ayuda en gastos funerarios,"[4710, '605 Mano de obra directa']"
4730,605.20,605.20,Fondo de ahorro,"[4710, '605 Mano de obra directa']"
4731,605.21,605.21,Cuotas sindicales,"[4710, '605 Mano de obra directa']"
4732,605.22,605.22,PTU,"[4710, '605 Mano de obra directa']"
4733,605.23,605.23,Estímulo al personal,"[4710, '605 Mano de obra directa']"
4734,605.24,605.24,Previsión social,"[4710, '605 Mano de obra directa']"
4735,605.25,605.25,Aportaciones para el plan de jubilación,"[4710, '605 Mano de obra directa']"
4736,605.26,605.26,Otras prestaciones al personal,"[4710, '605 Mano de obra directa']"
4737,605.27,605.27,Asimilados a salarios,"[4710, '605 Mano de obra directa']"
4738,605.28,605.28,Cuotas al IMSS,"[4710, '605 Mano de obra directa']"
4739,605.29,605.29,Aportaciones al infonavit,"[4710, '605 Mano de obra directa']"
4740,605.30,605.30,Aportaciones al SAR,"[4710, '605 Mano de obra directa']"
4741,605.31,605.31,Otros costos de mano de obra directa,"[4710, '605 Mano de obra directa']"
4742,606,606,Facilidades administrativas fiscales,"[4373, '6 Gastos generales']"
4743,606.01,606.01,Facilidades administrativas fiscales,"[4742, '606 Facilidades administrativas fiscales']"
4744,607,607,Participación de los trabajadores en las utilidades,"[4373, '6 Gastos generales']"
4745,607.01,607.01,Participación de los trabajadores en las utilidades,"[4744, '607 Participación de los trabajadores en las utilidades']"
4746,608,608,Participación en resultados de subsidiarias,"[4373, '6 Gastos generales']"
4747,608.01,608.01,Participación en resultados de subsidiarias,"[4746, '608 Participación en resultados de subsidiarias']"
4748,609,609,Participación en resultados de asociadas,"[4373, '6 Gastos generales']"
4749,609.01,609.01,Participación en resultados de asociadas,"[4748, '609 Participación en resultados de asociadas']"
4750,610,610,Participación de los trabajadores en las utilidades diferida,"[4373, '6 Gastos generales']"
4751,610.01,610.01,Participación de los trabajadores en las utilidades diferida,"[4750, '610 Participación de los trabajadores en las utilidades diferida']"
4752,611,611,Impuesto Sobre la renta,"[4373, '6 Gastos generales']"
4753,611.01,611.01,Impuesto Sobre la renta,"[4752, '611 Impuesto Sobre la renta']"
4754,611.02,611.02,Impuesto Sobre la renta por remanente distribuible,"[4752, '611 Impuesto Sobre la renta']"
4755,612,612,Gastos no deducibles para CUFIN,"[4373, '6 Gastos generales']"
4756,612.01,612.01,Gastos no deducibles para CUFIN,"[4755, '612 Gastos no deducibles para CUFIN']"
4757,613,613,Amortización contable,"[4373, '6 Gastos generales']"
4758,613.01,613.01,Depreciación de edificios,"[4757, '613 Amortización contable']"
4759,613.02,613.02,Depreciación de maquinaria y equipo,"[4757, '613 Amortización contable']"
4760,613.03,613.03,"Depreciación de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques","[4757, '613 Amortización contable']"
4761,613.04,613.04,Depreciación de mobiliario y equipo de oficina,"[4757, '613 Amortización contable']"
4762,613.05,613.05,Depreciación de equipo de cómputo,"[4757, '613 Amortización contable']"
4763,613.06,613.06,Depreciación de equipo de comunicación,"[4757, '613 Amortización contable']"
4764,613.07,613.07,"Depreciación de activos biológicos, vegetales y semovientes","[4757, '613 Amortización contable']"
4765,613.08,613.08,Depreciación de otros activos fijos,"[4757, '613 Amortización contable']"
4766,613.09,613.09,Depreciación de ferrocarriles,"[4757, '613 Amortización contable']"
4767,613.10,613.10,Depreciación de embarcaciones,"[4757, '613 Amortización contable']"
4768,613.11,613.11,Depreciación de aviones,"[4757, '613 Amortización contable']"
4769,613.12,613.12,"Depreciación de troqueles, moldes, matrices y herramental","[4757, '613 Amortización contable']"
4770,613.13,613.13,Depreciación de equipo de comunicaciones telefónicas,"[4757, '613 Amortización contable']"
4771,613.14,613.14,Depreciación de equipo de comunicación satelital,"[4757, '613 Amortización contable']"
4772,613.15,613.15,Depreciación de equipo de adaptaciones para personas con capacidades diferentes,"[4757, '613 Amortización contable']"
4773,613.16,613.16,Depreciación de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente,"[4757, '613 Amortización contable']"
4774,613.17,613.17,Depreciación de adaptaciones y mejoras,"[4757, '613 Amortización contable']"
4775,613.18,613.18,Depreciación de otra maquinaria y equipo,"[4757, '613 Amortización contable']"
4776,614,614,Amortización contable,"[4373, '6 Gastos generales']"
4777,614.01,614.01,Amortización de gastos diferidos,"[4776, '614 Amortización contable']"
4778,614.02,614.02,Amortización de gastos pre operativos,"[4776, '614 Amortización contable']"
4779,614.03,614.03,"Amortización de regalías, asistencia técnica y otros gastos diferidos","[4776, '614 Amortización contable']"
4780,614.04,614.04,Amortización de activos intangibles,"[4776, '614 Amortización contable']"
4781,614.05,614.05,Amortización de gastos de organización,"[4776, '614 Amortización contable']"
4782,614.06,614.06,Amortización de investigación y desarrollo de mercado,"[4776, '614 Amortización contable']"
4783,614.07,614.07,Amortización de marcas y patentes,"[4776, '614 Amortización contable']"
4784,614.08,614.08,Amortización de crédito mercantil,"[4776, '614 Amortización contable']"
4785,614.09,614.09,Amortización de gastos de instalación,"[4776, '614 Amortización contable']"
4786,614.10,614.10,Amortización de otros activos diferidos,"[4776, '614 Amortización contable']"
5098,6500,6500,Gastos Financieros,False
5099,6520,6520,Productos Financieros,False
5100,6540,6540,Otros Gastos,False
5101,6560,6560,Otros Productos,False
4787,7,7,Resultado,False
5102,7001,7001,Depreciacion Acumulada Transformacion,False
5103,7002,7002,Amortizacion Acumulada Transformacion,False
4788,701,701,Gastos financieros,"[4787, '7 Resultado']"
4789,701.01,701.01,Pérdida cambiaria,"[4788, '701 Gastos financieros']"
4790,701.02,701.02,Pérdida cambiaria nacional parte relacionada,"[4788, '701 Gastos financieros']"
4791,701.03,701.03,Pérdida cambiaria extranjero parte relacionada,"[4788, '701 Gastos financieros']"
4792,701.04,701.04,Intereses a cargo bancario nacional,"[4788, '701 Gastos financieros']"
4793,701.05,701.05,Intereses a cargo bancario extranjero,"[4788, '701 Gastos financieros']"
4794,701.06,701.06,Intereses a cargo bancario extranjero,"[4788, '701 Gastos financieros']"
4795,701.07,701.07,Intereses a cargo de personas físicas extranjero,"[4788, '701 Gastos financieros']"
4796,701.08,701.08,Intereses a cargo de personas morales nacional,"[4788, '701 Gastos financieros']"
4797,701.09,701.09,Intereses a cargo de personas morales extranjero,"[4788, '701 Gastos financieros']"
4798,701.10,701.10,Comisiones bancarias,"[4788, '701 Gastos financieros']"
4799,701.11,701.11,Otros gastos financieros,"[4788, '701 Gastos financieros']"
4800,702,702,Utilidad cambiaria,"[4787, '7 Resultado']"
4801,702.01,702.01,Utilidad cambiaria,"[4800, '702 Utilidad cambiaria']"
4802,702.02,702.02,Utilidad cambiaria nacional parte relacionada,"[4800, '702 Utilidad cambiaria']"
4803,702.03,702.03,Utilidad cambiaria extranjero parte relacionada,"[4800, '702 Utilidad cambiaria']"
4804,702.04,702.04,Intereses a favor bancarios nacional,"[4800, '702 Utilidad cambiaria']"
4805,702.05,702.05,Intereses a favor bancarios extranjero,"[4800, '702 Utilidad cambiaria']"
4806,702.06,702.06,Intereses a favor de personas físicas nacional,"[4800, '702 Utilidad cambiaria']"
4807,702.07,702.07,Intereses a favor de personas físicas extranjero,"[4800, '702 Utilidad cambiaria']"
4808,702.08,702.08,Intereses a favor de personas morales nacional,"[4800, '702 Utilidad cambiaria']"
4809,702.09,702.09,Intereses a favor de personas morales extranjero,"[4800, '702 Utilidad cambiaria']"
4810,702.10,702.10,Otros productos financieros,"[4800, '702 Utilidad cambiaria']"
4811,703,703,Otros gastos,"[4787, '7 Resultado']"
4812,703.01,703.01,Pérdida en venta y/o baja de terrenos,"[4811, '703 Otros gastos']"
4813,703.02,703.02,Pérdida en venta y/o baja de edificios,"[4811, '703 Otros gastos']"
4814,703.03,703.03,Pérdida en venta y/o baja de maquinaria y equipo,"[4811, '703 Otros gastos']"
4815,703.04,703.04,"Pérdida en venta y/o baja de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques","[4811, '703 Otros gastos']"
4816,703.05,703.05,Pérdida en venta y/o baja de mobiliario y equipo de oficina,"[4811, '703 Otros gastos']"
4817,703.06,703.06,Pérdida en venta y/o baja de equipo de cómputo,"[4811, '703 Otros gastos']"
4818,703.07,703.07,Pérdida en venta y/o baja de equipo de comunicación,"[4811, '703 Otros gastos']"
4819,703.08,703.08,"Pérdida en venta y/o baja de activos biológicos, vegetales y semovientes","[4811, '703 Otros gastos']"
4820,703.09,703.09,Pérdida en venta y/o baja de otros activos fijos,"[4811, '703 Otros gastos']"
4821,703.10,703.10,Pérdida en venta y/o baja de ferrocarriles,"[4811, '703 Otros gastos']"
4822,703.11,703.11,Pérdida en venta y/o baja de embarcaciones,"[4811, '703 Otros gastos']"
4823,703.12,703.12,Pérdida en venta y/o baja de aviones,"[4811, '703 Otros gastos']"
4824,703.13,703.13,"Pérdida en venta y/o baja de troqueles, moldes, matrices y herramental","[4811, '703 Otros gastos']"
4825,703.14,703.14,Pérdida en venta y/o baja de equipo de comunicaciones telefónicas,"[4811, '703 Otros gastos']"
4826,703.15,703.15,Pérdida en venta y/o baja de equipo de comunicación satelital,"[4811, '703 Otros gastos']"
4827,703.16,703.16,Pérdida en venta y/o baja de equipo de adaptaciones para personas con capacidades diferentes,"[4811, '703 Otros gastos']"
4828,703.17,703.17,Pérdida en venta y/o baja de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente,"[4811, '703 Otros gastos']"
4829,703.18,703.18,Pérdida en venta y/o baja de otra maquinaria y equipo,"[4811, '703 Otros gastos']"
4830,703.19,703.19,Pérdida por enajenación de acciones,"[4811, '703 Otros gastos']"
4831,703.20,703.20,Pérdida por enajenación de partes sociales,"[4811, '703 Otros gastos']"
4832,703.21,703.21,Otros gastos,"[4811, '703 Otros gastos']"
4833,704,704,Otros productos,"[4787, '7 Resultado']"
4834,704.01,704.01,Ganancia en venta y/o baja de terrenos,"[4833, '704 Otros productos']"
4835,704.02,704.02,Ganancia en venta y/o baja de edificios,"[4833, '704 Otros productos']"
4836,704.03,704.03,Ganancia en venta y/o baja de maquinaria y equipo,"[4833, '704 Otros productos']"
4837,704.04,704.04,"Ganancia en venta y/o baja de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques","[4833, '704 Otros productos']"
4838,704.05,704.05,Ganancia en venta y/o baja de mobiliario y equipo de oficina,"[4833, '704 Otros productos']"
4839,704.06,704.06,Ganancia en venta y/o baja de equipo de cómputo,"[4833, '704 Otros productos']"
4840,704.07,704.07,Ganancia en venta y/o baja de equipo de comunicación,"[4833, '704 Otros productos']"
4841,704.08,704.08,"Ganancia en venta y/o baja de activos biológicos, vegetales y semovientes","[4833, '704 Otros productos']"
4842,704.09,704.09,Ganancia en venta y/o baja de otros activos fijos,"[4833, '704 Otros productos']"
4843,704.10,704.10,Ganancia en venta y/o baja de ferrocarriles,"[4833, '704 Otros productos']"
4844,704.11,704.11,Ganancia en venta y/o baja de embarcaciones,"[4833, '704 Otros productos']"
4845,704.12,704.12,Ganancia en venta y/o baja de aviones,"[4833, '704 Otros productos']"
4846,704.13,704.13,"Ganancia en venta y/o baja de troqueles, moldes, matrices y herramental","[4833, '704 Otros productos']"
4847,704.14,704.14,Ganancia en venta y/o baja de equipo de comunicaciones telefónicas,"[4833, '704 Otros productos']"
4848,704.15,704.15,Ganancia en venta y/o baja de equipo de comunicación satelital,"[4833, '704 Otros productos']"
4849,704.16,704.16,Ganancia en venta y/o baja de equipo de adaptaciones para personas con capacidades diferentes,"[4833, '704 Otros productos']"
4850,704.17,704.17,Ganancia en venta de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente,"[4833, '704 Otros productos']"
4851,704.18,704.18,Ganancia en venta y/o baja de otra maquinaria y equipo,"[4833, '704 Otros productos']"
4852,704.19,704.19,Ganancia por enajenación de acciones,"[4833, '704 Otros productos']"
4853,704.20,704.20,Ganancia por enajenación de partes sociales,"[4833, '704 Otros productos']"
4854,704.21,704.21,Ingresos por estímulos fiscales,"[4833, '704 Otros productos']"
4855,704.22,704.22,Ingresos por condonación de adeudo,"[4833, '704 Otros productos']"
4856,704.23,704.23,Otros productos,"[4833, '704 Otros productos']"
4857,8,8,Cuentas de Orden,False
5104,8001,8001,Impuesto sobre la Renta,False
5105,8002,8002,PTU,False
5106,8003,8003,Bonos uede,False
4858,801,801,UFIN del ejercicio,"[4857, '8 Cuentas de Orden']"
4859,801.01,801.01,UFIN,"[4858, '801 UFIN del ejercicio']"
4860,801.02,801.02,Contra cuenta UFIN,"[4858, '801 UFIN del ejercicio']"
4861,802,802,CUFIN del ejercicio,"[4857, '8 Cuentas de Orden']"
4862,802.01,802.01,CUFIN,"[4861, '802 CUFIN del ejercicio']"
4863,802.02,802.02,Contra cuenta CUFIN,"[4861, '802 CUFIN del ejercicio']"
4864,803,803,CUFIN de ejercicios anteriores,"[4857, '8 Cuentas de Orden']"
4865,803.01,803.01,CUFIN de ejercicios anteriores,"[4864, '803 CUFIN de ejercicios anteriores']"
4866,803.02,803.02,Contra cuenta CUFIN de ejercicios anteriores,"[4864, '803 CUFIN de ejercicios anteriores']"
4867,804,804,CUFINRE del ejercicio,"[4857, '8 Cuentas de Orden']"
4868,804.01,804.01,CUFINRE,"[4867, '804 CUFINRE del ejercicio']"
4869,804.02,804.02,Contra cuenta CUFINRE,"[4867, '804 CUFINRE del ejercicio']"
4870,805,805,CUFINRE de ejercicios anteriores,"[4857, '8 Cuentas de Orden']"
4871,805.01,805.01,CUFINRE de ejercicios anteriores,"[4870, '805 CUFINRE de ejercicios anteriores']"
4872,805.02,805.02,Contra cuenta CUFINRE de ejercicios anteriores,"[4870, '805 CUFINRE de ejercicios anteriores']"
4873,806,806,CUCA del ejercicio,"[4857, '8 Cuentas de Orden']"
4874,806.01,806.01,CUCA,"[4873, '806 CUCA del ejercicio']"
4875,806.02,806.02,Contra cuenta CUCA,"[4873, '806 CUCA del ejercicio']"
4876,807,807,CUCA de ejercicios anteriores,"[4857, '8 Cuentas de Orden']"
4877,807.01,807.01,CUCA de ejercicios anteriores,"[4876, '807 CUCA de ejercicios anteriores']"
4878,807.02,807.02,Contra cuenta CUCA de ejercicios anteriores,"[4876, '807 CUCA de ejercicios anteriores']"
4879,808,808,Ajuste anual por inflación acumulable,"[4857, '8 Cuentas de Orden']"
4880,808.01,808.01,Ajuste anual por inflación acumulable,"[4879, '808 Ajuste anual por inflación acumulable']"
4881,808.02,808.02,Acumulación del ajuste anual inflacionario,"[4879, '808 Ajuste anual por inflación acumulable']"
4882,809,809,Ajuste anual por inflación deducible,"[4857, '8 Cuentas de Orden']"
4883,809.01,809.01,Ajuste anual por inflación deducible,"[4882, '809 Ajuste anual por inflación deducible']"
4884,809.02,809.02,Deducción del ajuste anual inflacionario,"[4882, '809 Ajuste anual por inflación deducible']"
4885,810,810,Deducción de inversión,"[4857, '8 Cuentas de Orden']"
4886,810.01,810.01,Deducción de inversión,"[4885, '810 Deducción de inversión']"
4887,810.02,810.02,Contra cuenta deducción de inversiones,"[4885, '810 Deducción de inversión']"
4888,811,811,Utilidad o pérdida fiscal en venta y/o baja de activo fijo,"[4857, '8 Cuentas de Orden']"
4889,811.01,811.01,Utilidad o pérdida fiscal en venta y/o baja de activo fijo,"[4888, '811 Utilidad o pérdida fiscal en venta y/o baja de activo fijo']"
4890,811.02,811.02,Contra cuenta utilidad o pérdida fiscal en venta y/o baja de activo fijo,"[4888, '811 Utilidad o pérdida fiscal en venta y/o baja de activo fijo']"
4891,812,812,Utilidad o pérdida fiscal en venta acciones o partes sociales,"[4857, '8 Cuentas de Orden']"
4892,812.01,812.01,Utilidad o pérdida fiscal en venta acciones o partes sociales,"[4891, '812 Utilidad o pérdida fiscal en venta acciones o partes sociales']"
4893,812.02,812.02,Contra cuenta utilidad o pérdida fiscal en venta acciones o partes sociales,"[4891, '812 Utilidad o pérdida fiscal en venta acciones o partes sociales']"
4894,813,813,Pérdidas fiscales pendientes de amortizar actualizadas de ejercicios anteriores,"[4857, '8 Cuentas de Orden']"
4895,813.01,813.01,Pérdidas fiscales pendientes de amortizar actualizadas de ejercicios anteriores,"[4894, '813 Pérdidas fiscales pendientes de amortizar actualizadas de ejercicios anteriores']"
4896,813.02,813.02,Actualización de pérdidas fiscales pendientes de amortizar de ejercicios anteriores,"[4894, '813 Pérdidas fiscales pendientes de amortizar actualizadas de ejercicios anteriores']"
4897,814,814,Mercancías recibidas en consignación,"[4857, '8 Cuentas de Orden']"
4898,814.01,814.01,Mercancías recibidas en consignación,"[4897, '814 Mercancías recibidas en consignación']"
4899,814.02,814.02,Consignación de mercancías recibidas,"[4897, '814 Mercancías recibidas en consignación']"
4900,815,815,Crédito fiscal de IVA e IEPS por la importación de mercancías para empresas certificadas,"[4857, '8 Cuentas de Orden']"
4901,815.01,815.01,Crédito fiscal de IVA e IEPS por la importación de mercancías,"[4900, '815 Crédito fiscal de IVA e IEPS por la importación de mercancías para empresas certificadas']"
4902,815.02,815.02,Importación de mercancías con aplicación de crédito fiscal de IVA e IEPS,"[4900, '815 Crédito fiscal de IVA e IEPS por la importación de mercancías para empresas certificadas']"
4903,816,816,Crédito fiscal de IVA e IEPS por la importación de activos fijos para empresas certificadas,"[4857, '8 Cuentas de Orden']"
4904,816.01,816.01,Crédito fiscal de IVA e IEPS por la importación de activo fijo,"[4903, '816 Crédito fiscal de IVA e IEPS por la importación de activos fijos para empresas certificadas']"
4905,816.02,816.02,Importación de activo fijo con aplicación de crédito fiscal de IVA e IEPS,"[4903, '816 Crédito fiscal de IVA e IEPS por la importación de activos fijos para empresas certificadas']"
4906,899,899,Otras cuentas de orden,"[4857, '8 Cuentas de Orden']"
4907,899.01,899.01,Otras cuentas de orden,"[4906, '899 Otras cuentas de orden']"
4908,899.02,899.02,Contra cuenta otras cuentas de orden,"[4906, '899 Otras cuentas de orden']"
