id,code_prefix_start,code_prefix_end,name,parent_id
4285,401.12,401.12,Ventas y/o servicios gravados al 0% nacionales partes relacionadas,"[4273, '401 Ingresos']"
4286,401.13,401.13,Ventas y/o servicios gravados al 0% extranjeros partes relacionadas,"[4273, '401 Ingresos']"
4287,401.14,401.14,Ventas y/o servicios exentos nacionales partes relacionadas,"[4273, '401 Ingresos']"
4288,401.15,401.15,Ventas y/o servicios exentos extranjeros partes relacionadas,"[4273, '401 Ingresos']"
4289,401.16,401.16,Ingresos por servicios administrativos,"[4273, '401 Ingresos']"
4290,401.17,401.17,Ingresos por servicios administrativos nacionales partes relacionadas,"[4273, '401 Ingresos']"
4291,401.18,401.18,Ingresos por servicios administrativos extranjeros partes relacionadas,"[4273, '401 Ingresos']"
4292,401.19,401.19,Ingresos por servicios profesionales,"[4273, '401 Ingresos']"
4293,401.20,401.20,Ingresos por servicios profesionales nacionales partes relacionadas,"[4273, '401 Ingresos']"
4294,401.21,401.21,Ingresos por servicios profesionales extranjeros partes relacionadas,"[4273, '401 Ingresos']"
4295,401.22,401.22,Ingresos por arrendamiento,"[4273, '401 Ingresos']"
4296,401.23,401.23,Ingresos por arrendamiento nacionales partes relacionadas,"[4273, '401 Ingresos']"
4297,401.24,401.24,Ingresos por arrendamiento extranjeros partes relacionadas,"[4273, '401 Ingresos']"
4298,401.25,401.25,Ingresos por exportación,"[4273, '401 Ingresos']"
4299,401.26,401.26,Ingresos por comisiones,"[4273, '401 Ingresos']"
4300,401.27,401.27,Ingresos por maquila,"[4273, '401 Ingresos']"
4301,401.28,401.28,Ingresos por coordinados,"[4273, '401 Ingresos']"
4302,401.29,401.29,Ingresos por regalías,"[4273, '401 Ingresos']"
4303,401.30,401.30,Ingresos por asistencia técnica,"[4273, '401 Ingresos']"
4304,401.31,401.31,Ingresos por donativos,"[4273, '401 Ingresos']"
4305,401.32,401.32,Ingresos por intereses (actividad propia),"[4273, '401 Ingresos']"
4306,401.33,401.33,Ingresos de copropiedad,"[4273, '401 Ingresos']"
4307,401.34,401.34,Ingresos por fideicomisos,"[4273, '401 Ingresos']"
4308,401.35,401.35,Ingresos por factoraje financiero,"[4273, '401 Ingresos']"
4309,401.36,401.36,Ingresos por arrendamiento financiero,"[4273, '401 Ingresos']"
4310,401.37,401.37,Ingresos de extranjeros con establecimiento en el país,"[4273, '401 Ingresos']"
4311,401.38,401.38,Otros ingresos propios,"[4273, '401 Ingresos']"
4312,401.39,401.39,Ventas y/o servicios gravados realizados en zona fronteriza norte,"[4273, '401 Ingresos']"
4313,401.40,401.40,Ventas y/o servicios gravados realizados en zona fronteriza norte de contado,"[4273, '401 Ingresos']"
4314,401.41,401.41,Ventas y/o servicios gravados realizados en zona fronteriza norte a crédito,"[4273, '401 Ingresos']"
4315,402,402,"Devoluciones, descuentos o bonificaciones sobre ingresos","[4272, '4 Ingresos']"
4316,402.01,402.01,"Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios a la tasa general","[4315, '402 Devoluciones, descuentos o bonificaciones sobre ingresos']"
4317,402.02,402.02,"Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios al 0%","[4315, '402 Devoluciones, descuentos o bonificaciones sobre ingresos']"
4318,402.03,402.03,"Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios exentos","[4315, '402 Devoluciones, descuentos o bonificaciones sobre ingresos']"
4319,402.04,402.04,"Devoluciones, descuentos o bonificaciones de otros ingresos","[4315, '402 Devoluciones, descuentos o bonificaciones sobre ingresos']"
4320,402.05,402.05,"Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios en zona fronteriza norte","[4315, '402 Devoluciones, descuentos o bonificaciones sobre ingresos']"
4321,403,403,Otros ingresos,"[4272, '4 Ingresos']"
4322,403.01,403.01,Otros Ingresos,"[4321, '403 Otros ingresos']"
4323,403.02,403.02,Otros ingresos nacionales parte relacionada,"[4321, '403 Otros ingresos']"
4324,403.03,403.03,Otros ingresos extranjeros parte relacionada,"[4321, '403 Otros ingresos']"
4325,403.04,403.04,Ingresos por operaciones discontinuas,"[4321, '403 Otros ingresos']"
4326,403.05,403.05,Ingresos por condonación de adeudo,"[4321, '403 Otros ingresos']"
4327,5,5,Costos,False
5090,5000.01,5000.01,Costo de Produccion,False
5091,5000.08,5000.08,Revaluacion Inventarios Puebla,False
5092,5000.09,5000.09,Revaluacion Inventarios XTM 1,False
5093,5000.10,5000.10,Revaluacion Inventario Xalapa,False
5094,5000.11,5000.11,Revaluacion Inventarios XTM 2,False
5095,5001,5001,Gastos de Fabricacion,False
4328,501,501,Costo de venta y/o servicio,"[4327, '5 Costos']"
4329,501.01,501.01,Costo de venta,"[4328, '501 Costo de venta y/o servicio']"
4330,501.02,501.02,Costo de servicios (Mano de obra),"[4328, '501 Costo de venta y/o servicio']"
4331,501.03,501.03,Materia prima directa utilizada para la producción,"[4328, '501 Costo de venta y/o servicio']"
4332,501.04,501.04,Materia prima consumida en el proceso productivo,"[4328, '501 Costo de venta y/o servicio']"
4333,501.05,501.05,Mano de obra directa consumida,"[4328, '501 Costo de venta y/o servicio']"
4334,501.06,501.06,Mano de obra directa,"[4328, '501 Costo de venta y/o servicio']"
4335,501.07,501.07,Cargos indirectos de producción,"[4328, '501 Costo de venta y/o servicio']"
4336,501.08,501.08,Otros conceptos de costo,"[4328, '501 Costo de venta y/o servicio']"
4337,502,502,Compras,"[4327, '5 Costos']"
4338,502.01,502.01,Compras nacionales,"[4337, '502 Compras']"
4339,502.02,502.02,Compras nacionales parte relacionada,"[4337, '502 Compras']"
4340,502.03,502.03,Compras de Importación,"[4337, '502 Compras']"
4341,502.04,502.04,Compras de Importación partes relacionadas,"[4337, '502 Compras']"
4342,503,503,"Devoluciones, descuentos o bonificaciones sobre compras","[4327, '5 Costos']"
4343,503.01,503.01,"Devoluciones, descuentos o bonificaciones sobre compras","[4342, '503 Devoluciones, descuentos o bonificaciones sobre compras']"
4344,504,504,Otras cuentas de costos,"[4327, '5 Costos']"
4345,504.01,504.01,Gastos indirectos de fabricación,"[4344, '504 Otras cuentas de costos']"
4346,504.02,504.02,Gastos indirectos de fabricación de partes relacionadas nacionales,"[4344, '504 Otras cuentas de costos']"
4347,504.03,504.03,Gastos indirectos de fabricación de partes relacionadas extranjeras,"[4344, '504 Otras cuentas de costos']"
4348,504.04,504.04,Otras cuentas de costos incurridos,"[4344, '504 Otras cuentas de costos']"
4349,504.05,504.05,Otras cuentas de costos incurridos con partes relacionadas nacionales,"[4344, '504 Otras cuentas de costos']"
4350,504.06,504.06,Otras cuentas de costos incurridos con partes relacionadas extranjeras,"[4344, '504 Otras cuentas de costos']"
4351,504.07,504.07,Depreciación de edificios,"[4344, '504 Otras cuentas de costos']"
4352,504.08,504.08,Depreciación de maquinaria y equipo,"[4344, '504 Otras cuentas de costos']"
4353,504.09,504.09,"Depreciación de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques","[4344, '504 Otras cuentas de costos']"
4354,504.10,504.10,Depreciación de mobiliario y equipo de oficina,"[4344, '504 Otras cuentas de costos']"
4355,504.11,504.11,Depreciación de equipo de cómputo,"[4344, '504 Otras cuentas de costos']"
4356,504.12,504.12,Depreciación de equipo de comunicación,"[4344, '504 Otras cuentas de costos']"
4357,504.13,504.13,"Depreciación de activos biológicos, vegetales y semovientes","[4344, '504 Otras cuentas de costos']"
4358,504.14,504.14,Depreciación de otros activos fijos,"[4344, '504 Otras cuentas de costos']"
4359,504.15,504.15,Depreciación de ferrocarriles,"[4344, '504 Otras cuentas de costos']"
4360,504.16,504.16,Depreciación de embarcaciones,"[4344, '504 Otras cuentas de costos']"
4361,504.17,504.17,Depreciación de aviones,"[4344, '504 Otras cuentas de costos']"
4362,504.18,504.18,"Depreciación de troqueles, moldes, matrices y herramental","[4344, '504 Otras cuentas de costos']"
4363,504.19,504.19,Depreciación de equipo de comunicaciones telefónicas,"[4344, '504 Otras cuentas de costos']"
4364,504.20,504.20,Depreciación de equipo de comunicación satelital,"[4344, '504 Otras cuentas de costos']"
4365,504.21,504.21,Depreciación de equipo de adaptaciones para personas con capacidades diferentes,"[4344, '504 Otras cuentas de costos']"
4366,504.22,504.22,Depreciación de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente,"[4344, '504 Otras cuentas de costos']"
4367,504.23,504.23,Depreciación de adaptaciones y mejoras,"[4344, '504 Otras cuentas de costos']"
4368,504.24,504.24,Depreciación de otra maquinaria y equipo,"[4344, '504 Otras cuentas de costos']"
4369,504.25,504.25,Otras cuentas de costos,"[4344, '504 Otras cuentas de costos']"
4370,505,505,Costo de activo fijo,"[4327, '5 Costos']"
4371,505.01,505.01,Costo por venta de activo fijo,"[4370, '505 Costo de activo fijo']"
4372,505.02,505.02,Costo por baja de activo fijo,"[4370, '505 Costo de activo fijo']"
4373,6,6,Gastos generales,False
5096,6001,6001,Gastos de Venta,False
5097,6004,6004,Gastos de Administracion,False
4374,601,601,Gastos generales,"[4373, '6 Gastos generales']"
4375,601.01,601.01,Sueldos y Salarios,"[4374, '601 Gastos generales']"
4376,601.02,601.02,Compensaciones,"[4374, '601 Gastos generales']"
4377,601.03,601.03,Tiempos extras,"[4374, '601 Gastos generales']"
4378,601.04,601.04,Premios de asistencia,"[4374, '601 Gastos generales']"
4379,601.05,601.05,Premios de puntualidad,"[4374, '601 Gastos generales']"
4380,601.06,601.06,Vacaciones,"[4374, '601 Gastos generales']"
4381,601.07,601.07,Prima vacacional,"[4374, '601 Gastos generales']"
4382,601.08,601.08,Prima dominical,"[4374, '601 Gastos generales']"
4383,601.09,601.09,Días festivos,"[4374, '601 Gastos generales']"
4384,601.10,601.10,Gratificaciones,"[4374, '601 Gastos generales']"
4385,601.11,601.11,Primas de antigüedad,"[4374, '601 Gastos generales']"
4386,601.12,601.12,Aguinaldo,"[4374, '601 Gastos generales']"
4387,601.13,601.13,Indemnizaciones,"[4374, '601 Gastos generales']"
4388,601.14,601.14,Destajo,"[4374, '601 Gastos generales']"
4389,601.15,601.15,Despensa,"[4374, '601 Gastos generales']"
4390,601.16,601.16,Transporte,"[4374, '601 Gastos generales']"
4391,601.17,601.17,Servicio médico,"[4374, '601 Gastos generales']"
4392,601.18,601.18,Ayuda en gastos funerarios,"[4374, '601 Gastos generales']"
4393,601.19,601.19,Fondo de ahorro,"[4374, '601 Gastos generales']"
4394,601.20,601.20,Cuotas sindicales,"[4374, '601 Gastos generales']"
4395,601.21,601.21,PTU,"[4374, '601 Gastos generales']"
4396,601.22,601.22,Estímulo al personal,"[4374, '601 Gastos generales']"
4397,601.23,601.23,Previsión social,"[4374, '601 Gastos generales']"
4398,601.24,601.24,Aportaciones para el plan de jubilación,"[4374, '601 Gastos generales']"
4399,601.25,601.25,Otras prestaciones al personal,"[4374, '601 Gastos generales']"
4400,601.26,601.26,Cuotas al IMSS,"[4374, '601 Gastos generales']"
4401,601.27,601.27,Aportaciones al infonavit,"[4374, '601 Gastos generales']"
4402,601.28,601.28,Aportaciones al SAR,"[4374, '601 Gastos generales']"
4403,601.29,601.29,Impuesto estatal sobre nóminas,"[4374, '601 Gastos generales']"
4404,601.30,601.30,Otras aportaciones,"[4374, '601 Gastos generales']"
4405,601.31,601.31,Asimilados a salarios,"[4374, '601 Gastos generales']"
4406,601.32,601.32,Servicios administrativos,"[4374, '601 Gastos generales']"
4407,601.33,601.33,Servicios administrativos partes relacionadas,"[4374, '601 Gastos generales']"
4408,601.34,601.34,Honorarios a personas físicas residentes nacionales,"[4374, '601 Gastos generales']"
4409,601.35,601.35,Honorarios a personas físicas residentes nacionales partes relacionadas,"[4374, '601 Gastos generales']"
4410,601.36,601.36,Honorarios a personas físicas residentes del extranjero,"[4374, '601 Gastos generales']"
4411,601.37,601.37,Honorarios a personas físicas residentes del extranjero partes relacionadas,"[4374, '601 Gastos generales']"
4412,601.38,601.38,Honorarios a personas morales residentes nacionales,"[4374, '601 Gastos generales']"
4413,601.39,601.39,Honorarios a personas morales residentes nacionales partes relacionadas,"[4374, '601 Gastos generales']"
4414,601.40,601.40,Honorarios a personas morales residentes del extranjero,"[4374, '601 Gastos generales']"
4415,601.41,601.41,Honorarios a personas morales residentes del extranjero partes relacionadas,"[4374, '601 Gastos generales']"
4416,601.42,601.42,Honorarios aduanales personas físicas,"[4374, '601 Gastos generales']"
4417,601.43,601.43,Honorarios aduanales personas morales,"[4374, '601 Gastos generales']"
4418,601.44,601.44,Honorarios al consejo de administración,"[4374, '601 Gastos generales']"
4419,601.45,601.45,Arrendamiento a personas físicas residentes nacionales,"[4374, '601 Gastos generales']"
4420,601.46,601.46,Arrendamiento a personas morales residentes nacionales,"[4374, '601 Gastos generales']"
4421,601.47,601.47,Arrendamiento a residentes del extranjero,"[4374, '601 Gastos generales']"
4422,601.48,601.48,Combustibles y lubricantes,"[4374, '601 Gastos generales']"
4423,601.49,601.49,Viáticos y gastos de viaje,"[4374, '601 Gastos generales']"
4424,601.50,601.50,"Teléfono, internet","[4374, '601 Gastos generales']"
4425,601.51,601.51,Agua,"[4374, '601 Gastos generales']"
4426,601.52,601.52,Energía eléctrica,"[4374, '601 Gastos generales']"
4427,601.53,601.53,Vigilancia y seguridad,"[4374, '601 Gastos generales']"
4428,601.54,601.54,Limpieza,"[4374, '601 Gastos generales']"
4429,601.55,601.55,Papelería y artículos de oficina,"[4374, '601 Gastos generales']"
4430,601.56,601.56,Mantenimiento y conservación,"[4374, '601 Gastos generales']"
4431,601.57,601.57,Seguros y fianzas,"[4374, '601 Gastos generales']"
4432,601.58,601.58,Otros impuestos y derechos,"[4374, '601 Gastos generales']"
4433,601.59,601.59,Recargos fiscales,"[4374, '601 Gastos generales']"
4434,601.60,601.60,Cuotas y suscripciones,"[4374, '601 Gastos generales']"
4435,601.61,601.61,Propaganda y publicidad,"[4374, '601 Gastos generales']"
4436,601.62,601.62,Capacitación al personal,"[4374, '601 Gastos generales']"
4437,601.63,601.63,Donativos y ayudas,"[4374, '601 Gastos generales']"
4438,601.64,601.64,Asistencia técnica,"[4374, '601 Gastos generales']"
4439,601.65,601.65,Regalías sujetas a otros porcentajes,"[4374, '601 Gastos generales']"
4440,601.66,601.66,Regalías sujetas al 5%,"[4374, '601 Gastos generales']"
4441,601.67,601.67,Regalías sujetas al 10%,"[4374, '601 Gastos generales']"
4442,601.68,601.68,Regalías sujetas al 15%,"[4374, '601 Gastos generales']"
4443,601.69,601.69,Regalías sujetas al 25%,"[4374, '601 Gastos generales']"
4444,601.70,601.70,Regalías sujetas al 30%,"[4374, '601 Gastos generales']"
4445,601.71,601.71,Regalías sin retención,"[4374, '601 Gastos generales']"
4446,601.72,601.72,Fletes y acarreos,"[4374, '601 Gastos generales']"
4447,601.73,601.73,Gastos de importación,"[4374, '601 Gastos generales']"
4448,601.74,601.74,Comisiones sobre ventas,"[4374, '601 Gastos generales']"
4449,601.75,601.75,Comisiones por tarjetas de crédito,"[4374, '601 Gastos generales']"
4450,601.76,601.76,Patentes y marcas,"[4374, '601 Gastos generales']"
4451,601.77,601.77,Uniformes,"[4374, '601 Gastos generales']"
4452,601.78,601.78,Prediales,"[4374, '601 Gastos generales']"
4453,601.79,601.79,Gastos generales de urbanización,"[4374, '601 Gastos generales']"
4454,601.80,601.80,Gastos generales de construcción,"[4374, '601 Gastos generales']"
4455,601.81,601.81,Fletes del extranjero,"[4374, '601 Gastos generales']"
4456,601.82,601.82,Recolección de bienes del sector agropecuario y/o ganadero,"[4374, '601 Gastos generales']"
4457,601.83,601.83,Gastos no deducibles (sin requisitos fiscales),"[4374, '601 Gastos generales']"
4458,601.84,601.84,Otros gastos generales,"[4374, '601 Gastos generales']"
4459,602,602,Costo de venta,"[4373, '6 Gastos generales']"
4460,602.01,602.01,Sueldos y Salarios,"[4459, '602 Costo de venta']"
4461,602.02,602.02,Compensaciones,"[4459, '602 Costo de venta']"
4462,602.03,602.03,Tiempos extras,"[4459, '602 Costo de venta']"
4463,602.04,602.04,Premios de asistencia,"[4459, '602 Costo de venta']"
4464,602.05,602.05,Premios de puntualidad,"[4459, '602 Costo de venta']"
4465,602.06,602.06,Vacaciones,"[4459, '602 Costo de venta']"
4466,602.07,602.07,Prima vacacional,"[4459, '602 Costo de venta']"
4467,602.08,602.08,Prima dominical,"[4459, '602 Costo de venta']"
4468,602.09,602.09,Días festivos,"[4459, '602 Costo de venta']"
4469,602.10,602.10,Gratificaciones,"[4459, '602 Costo de venta']"
4470,602.11,602.11,Primas de antigüedad,"[4459, '602 Costo de venta']"
4471,602.12,602.12,Aguinaldo,"[4459, '602 Costo de venta']"
4472,602.13,602.13,Indemnizaciones,"[4459, '602 Costo de venta']"
4473,602.14,602.14,Destajo,"[4459, '602 Costo de venta']"
4474,602.15,602.15,Despensa,"[4459, '602 Costo de venta']"
4475,602.16,602.16,Transporte,"[4459, '602 Costo de venta']"
4476,602.17,602.17,Servicio médico,"[4459, '602 Costo de venta']"
4477,602.18,602.18,Ayuda en gastos funerarios,"[4459, '602 Costo de venta']"
4478,602.19,602.19,Fondo de ahorro,"[4459, '602 Costo de venta']"
4479,602.20,602.20,Cuotas sindicales,"[4459, '602 Costo de venta']"
4480,602.21,602.21,PTU,"[4459, '602 Costo de venta']"
4481,602.22,602.22,Estímulo al personal,"[4459, '602 Costo de venta']"
4482,602.23,602.23,Previsión social,"[4459, '602 Costo de venta']"
4483,602.24,602.24,Aportaciones para el plan de jubilación,"[4459, '602 Costo de venta']"
4484,602.25,602.25,Otras prestaciones al personal,"[4459, '602 Costo de venta']"
4485,602.26,602.26,Cuotas al IMSS,"[4459, '602 Costo de venta']"
4486,602.27,602.27,Aportaciones al infonavit,"[4459, '602 Costo de venta']"
4487,602.28,602.28,Aportaciones al SAR,"[4459, '602 Costo de venta']"
4488,602.29,602.29,Impuesto estatal sobre nóminas,"[4459, '602 Costo de venta']"
4489,602.30,602.30,Otras aportaciones,"[4459, '602 Costo de venta']"
4490,602.31,602.31,Asimilados a salarios,"[4459, '602 Costo de venta']"
4491,602.32,602.32,Servicios administrativos,"[4459, '602 Costo de venta']"
4492,602.33,602.33,Servicios administrativos partes relacionadas,"[4459, '602 Costo de venta']"
4493,602.34,602.34,Honorarios a personas físicas residentes nacionales,"[4459, '602 Costo de venta']"
4494,602.35,602.35,Honorarios a personas físicas residentes nacionales partes relacionadas,"[4459, '602 Costo de venta']"
4495,602.36,602.36,Honorarios a personas físicas residentes del extranjero,"[4459, '602 Costo de venta']"
4496,602.37,602.37,Honorarios a personas físicas residentes del extranjero partes relacionadas,"[4459, '602 Costo de venta']"
4497,602.38,602.38,Honorarios a personas morales residentes nacionales,"[4459, '602 Costo de venta']"
4498,602.39,602.39,Honorarios a personas morales residentes nacionales partes relacionadas,"[4459, '602 Costo de venta']"
4499,602.40,602.40,Honorarios a personas morales residentes del extranjero,"[4459, '602 Costo de venta']"
4500,602.41,602.41,Honorarios a personas morales residentes del extranjero partes relacionadas,"[4459, '602 Costo de venta']"
4501,602.42,602.42,Honorarios aduanales personas físicas,"[4459, '602 Costo de venta']"
4502,602.43,602.43,Honorarios aduanales personas morales,"[4459, '602 Costo de venta']"
4503,602.44,602.44,Honorarios al consejo de administración,"[4459, '602 Costo de venta']"
4504,602.45,602.45,Arrendamiento a personas físicas residentes nacionales,"[4459, '602 Costo de venta']"
4505,602.46,602.46,Arrendamiento a personas morales residentes nacionales,"[4459, '602 Costo de venta']"
4506,602.47,602.47,Arrendamiento a residentes del extranjero,"[4459, '602 Costo de venta']"
4507,602.48,602.48,Combustibles y lubricantes,"[4459, '602 Costo de venta']"
4508,602.49,602.49,Viáticos y gastos de viaje,"[4459, '602 Costo de venta']"
4509,602.50,602.50,"Teléfono, internet","[4459, '602 Costo de venta']"
4510,602.51,602.51,Agua,"[4459, '602 Costo de venta']"
4511,602.52,602.52,Energía eléctrica,"[4459, '602 Costo de venta']"
4512,602.53,602.53,Vigilancia y seguridad,"[4459, '602 Costo de venta']"
4513,602.54,602.54,Limpieza,"[4459, '602 Costo de venta']"
4514,602.55,602.55,Papelería y artículos de oficina,"[4459, '602 Costo de venta']"
4515,602.56,602.56,Mantenimiento y conservación,"[4459, '602 Costo de venta']"
4516,602.57,602.57,Seguros y fianzas,"[4459, '602 Costo de venta']"
4517,602.58,602.58,Otros impuestos y derechos,"[4459, '602 Costo de venta']"
4518,602.59,602.59,Recargos fiscales,"[4459, '602 Costo de venta']"
4519,602.60,602.60,Cuotas y suscripciones,"[4459, '602 Costo de venta']"
4520,602.61,602.61,Propaganda y publicidad,"[4459, '602 Costo de venta']"
4521,602.62,602.62,Capacitación al personal,"[4459, '602 Costo de venta']"
4522,602.63,602.63,Donativos y ayudas,"[4459, '602 Costo de venta']"
4523,602.64,602.64,Asistencia técnica,"[4459, '602 Costo de venta']"
4524,602.65,602.65,Regalías sujetas a otros porcentajes,"[4459, '602 Costo de venta']"
4525,602.66,602.66,Regalías sujetas al 5%,"[4459, '602 Costo de venta']"
4526,602.67,602.67,Regalías sujetas al 10%,"[4459, '602 Costo de venta']"
4527,602.68,602.68,Regalías sujetas al 15%,"[4459, '602 Costo de venta']"
4528,602.69,602.69,Regalías sujetas al 25%,"[4459, '602 Costo de venta']"
4529,602.70,602.70,Regalías sujetas al 30%,"[4459, '602 Costo de venta']"
4530,602.71,602.71,Regalías sin retención,"[4459, '602 Costo de venta']"
4531,602.72,602.72,Fletes y acarreos,"[4459, '602 Costo de venta']"
4532,602.73,602.73,Gastos de importación,"[4459, '602 Costo de venta']"
4533,602.74,602.74,Comisiones sobre ventas,"[4459, '602 Costo de venta']"
4534,602.75,602.75,Comisiones por tarjetas de crédito,"[4459, '602 Costo de venta']"
4535,602.76,602.76,Patentes y marcas,"[4459, '602 Costo de venta']"
4536,602.77,602.77,Uniformes,"[4459, '602 Costo de venta']"
4537,602.78,602.78,Prediales,"[4459, '602 Costo de venta']"
4538,602.79,602.79,Gastos de venta de urbanización,"[4459, '602 Costo de venta']"
4539,602.80,602.80,Gastos de venta de construcción,"[4459, '602 Costo de venta']"
4540,602.81,602.81,Fletes del extranjero,"[4459, '602 Costo de venta']"
4541,602.82,602.82,Recolección de bienes del sector agropecuario y/o ganadero,"[4459, '602 Costo de venta']"
4542,602.83,602.83,Gastos no deducibles (sin requisitos fiscales),"[4459, '602 Costo de venta']"
4543,602.84,602.84,Otros gastos de venta,"[4459, '602 Costo de venta']"
4544,603,603,Gastos de administración,"[4373, '6 Gastos generales']"
4545,603.01,603.01,Sueldos y Salarios,"[4544, '603 Gastos de administración']"
4546,603.02,603.02,Compensaciones,"[4544, '603 Gastos de administración']"
4547,603.03,603.03,Tiempos extras,"[4544, '603 Gastos de administración']"
4548,603.04,603.04,Premios de asistencia,"[4544, '603 Gastos de administración']"
4549,603.05,603.05,Premios de puntualidad,"[4544, '603 Gastos de administración']"
4550,603.06,603.06,Vacaciones,"[4544, '603 Gastos de administración']"
4551,603.07,603.07,Prima vacacional,"[4544, '603 Gastos de administración']"
4552,603.08,603.08,Prima dominical,"[4544, '603 Gastos de administración']"
4553,603.09,603.09,Días festivos,"[4544, '603 Gastos de administración']"
4554,603.10,603.10,Gratificaciones,"[4544, '603 Gastos de administración']"
4555,603.11,603.11,Primas de antigüedad,"[4544, '603 Gastos de administración']"
4556,603.12,603.12,Aguinaldo,"[4544, '603 Gastos de administración']"
4557,603.13,603.13,Indemnizaciones,"[4544, '603 Gastos de administración']"
4558,603.14,603.14,Destajo,"[4544, '603 Gastos de administración']"
4559,603.15,603.15,Despensa,"[4544, '603 Gastos de administración']"
4560,603.16,603.16,Transporte,"[4544, '603 Gastos de administración']"
4561,603.17,603.17,Servicio médico,"[4544, '603 Gastos de administración']"
4562,603.18,603.18,Ayuda en gastos funerarios,"[4544, '603 Gastos de administración']"
4563,603.19,603.19,Fondo de ahorro,"[4544, '603 Gastos de administración']"
4564,603.20,603.20,Cuotas sindicales,"[4544, '603 Gastos de administración']"
4565,603.21,603.21,PTU,"[4544, '603 Gastos de administración']"
4566,603.22,603.22,Estímulo al personal,"[4544, '603 Gastos de administración']"
4567,603.23,603.23,Previsión social,"[4544, '603 Gastos de administración']"
4568,603.24,603.24,Aportaciones para el plan de jubilación,"[4544, '603 Gastos de administración']"
4569,603.25,603.25,Otras prestaciones al personal,"[4544, '603 Gastos de administración']"
4570,603.26,603.26,Cuotas al IMSS,"[4544, '603 Gastos de administración']"
4571,603.27,603.27,Aportaciones al infonavit,"[4544, '603 Gastos de administración']"
4572,603.28,603.28,Aportaciones al SAR,"[4544, '603 Gastos de administración']"
4573,603.29,603.29,Impuesto estatal sobre nóminas,"[4544, '603 Gastos de administración']"
4574,603.30,603.30,Otras aportaciones,"[4544, '603 Gastos de administración']"
4575,603.31,603.31,Asimilados a salarios,"[4544, '603 Gastos de administración']"
4576,603.32,603.32,Servicios administrativos,"[4544, '603 Gastos de administración']"
4577,603.33,603.33,Servicios administrativos partes relacionadas,"[4544, '603 Gastos de administración']"
4578,603.34,603.34,Honorarios a personas físicas residentes nacionales,"[4544, '603 Gastos de administración']"
4579,603.35,603.35,Honorarios a personas físicas residentes nacionales partes relacionadas,"[4544, '603 Gastos de administración']"
4580,603.36,603.36,Honorarios a personas físicas residentes del extranjero,"[4544, '603 Gastos de administración']"
4581,603.37,603.37,Honorarios a personas físicas residentes del extranjero partes relacionadas,"[4544, '603 Gastos de administración']"
4582,603.38,603.38,Honorarios a personas morales residentes nacionales,"[4544, '603 Gastos de administración']"
4583,603.39,603.39,Honorarios a personas morales residentes nacionales partes relacionadas,"[4544, '603 Gastos de administración']"
4584,603.40,603.40,Honorarios a personas morales residentes del extranjero,"[4544, '603 Gastos de administración']"
4585,603.41,603.41,Honorarios a personas morales residentes del extranjero partes relacionadas,"[4544, '603 Gastos de administración']"
4586,603.42,603.42,Honorarios aduanales personas físicas,"[4544, '603 Gastos de administración']"
4587,603.43,603.43,Honorarios aduanales personas morales,"[4544, '603 Gastos de administración']"
4588,603.44,603.44,Honorarios al consejo de administración,"[4544, '603 Gastos de administración']"
4589,603.45,603.45,Arrendamiento a personas físicas residentes nacionales,"[4544, '603 Gastos de administración']"
4590,603.46,603.46,Arrendamiento a personas morales residentes nacionales,"[4544, '603 Gastos de administración']"
4591,603.47,603.47,Arrendamiento a residentes del extranjero,"[4544, '603 Gastos de administración']"
4592,603.48,603.48,Combustibles y lubricantes,"[4544, '603 Gastos de administración']"
4593,603.49,603.49,Viáticos y gastos de viaje,"[4544, '603 Gastos de administración']"
4594,603.50,603.50,"Teléfono, internet","[4544, '603 Gastos de administración']"
4595,603.51,603.51,Agua,"[4544, '603 Gastos de administración']"
4596,603.52,603.52,Energía eléctrica,"[4544, '603 Gastos de administración']"
4597,603.53,603.53,Vigilancia y seguridad,"[4544, '603 Gastos de administración']"
4598,603.54,603.54,Limpieza,"[4544, '603 Gastos de administración']"
4599,603.55,603.55,Papelería y artículos de oficina,"[4544, '603 Gastos de administración']"
4600,603.56,603.56,Mantenimiento y conservación,"[4544, '603 Gastos de administración']"
4601,603.57,603.57,Seguros y fianzas,"[4544, '603 Gastos de administración']"
4602,603.58,603.58,Otros impuestos y derechos,"[4544, '603 Gastos de administración']"
4603,603.59,603.59,Recargos fiscales,"[4544, '603 Gastos de administración']"
4604,603.60,603.60,Cuotas y suscripciones,"[4544, '603 Gastos de administración']"
4605,603.61,603.61,Propaganda y publicidad,"[4544, '603 Gastos de administración']"
4606,603.62,603.62,Capacitación al personal,"[4544, '603 Gastos de administración']"
4607,603.63,603.63,Donativos y ayudas,"[4544, '603 Gastos de administración']"
4608,603.64,603.64,Asistencia técnica,"[4544, '603 Gastos de administración']"
4609,603.65,603.65,Regalías sujetas a otros porcentajes,"[4544, '603 Gastos de administración']"
